watershed_id,nse,kge,data_points,start_date,end_date
01634500,-1.4714352023170738,-0.43192481641232683,4017,2000-01-02,2010-12-31
01439500,-3.1290063799277092,-0.43232536508162367,4017,2000-01-02,2010-12-31
01543500,-3.1357470697162038,-0.43541487365876796,4017,2000-01-02,2010-12-31
04233000,-3.1312251333329417,-0.4358152070326977,4017,2000-01-02,2010-12-31
09223000,-2.0724240644038106,-0.4365434429100945,4017,2000-01-02,2010-12-31
02027500,-1.3994292740078533,-0.43795907428469194,4017,2000-01-02,2010-12-31
01613050,-1.449457589876888,-0.43963888466646095,4017,2000-01-02,2010-12-31
09034900,-2.0785198094009507,-0.44081283420453254,4017,2000-01-02,2010-12-31
03078000,-3.3091021369979723,-0.44083877260412696,4017,2000-01-02,2010-12-31
02014000,-1.3839142463953458,-0.4419341480082901,4017,2000-01-02,2010-12-31
01545600,-3.2407484847905748,-0.4442152365434522,4017,2000-01-02,2010-12-31
04059500,-1.8523122942028074,-0.4444553089427199,4017,2000-01-02,2010-12-31
09035900,-1.8779098295262866,-0.44530934452881454,4017,2000-01-02,2010-12-31
01548500,-3.2613559370995784,-0.44584446381284404,4017,2000-01-02,2010-12-31
01543000,-3.2591644897903382,-0.44591743377858584,4017,2000-01-02,2010-12-31
04027000,-2.2210236392645784,-0.44824638381938464,4017,2000-01-02,2010-12-31
01632000,-1.3631667230187774,-0.4486513920289077,4017,2000-01-02,2010-12-31
14141500,-3.634455755033237,-0.4508251370701164,4017,2000-01-02,2010-12-31
04045500,-2.9197072352725226,-0.45418880569318487,4017,2000-01-02,2010-12-31
10023000,-1.4292023403299714,-0.45439769681372977,4017,2000-01-02,2010-12-31
02027000,-1.3222048010210954,-0.4545013188182343,4017,2000-01-02,2010-12-31
04063700,-1.8858608986946348,-0.4553857328060422,4017,2000-01-02,2010-12-31
09035800,-3.1657223774222736,-0.45618643015139315,4017,2000-01-02,2010-12-31
01544500,-3.376315321036901,-0.45633923116421404,4017,2000-01-02,2010-12-31
03450000,-1.317292503119563,-0.4575212073260211,4017,2000-01-02,2010-12-31
03455500,-1.308176246541342,-0.4579718448012464,4017,2000-01-02,2010-12-31
04074950,-1.7797645047704505,-0.45910698701147523,4017,2000-01-02,2010-12-31
01073000,-3.5105197800315437,-0.460112046916769,4017,2000-01-02,2010-12-31
05393500,-1.7573118587929075,-0.4620114404753346,4017,2000-01-02,2010-12-31
14096850,-1.374477516984952,-0.4652891925509677,4017,2000-01-02,2010-12-31
10244950,-1.389498306435541,-0.46540330193379664,4017,2000-01-02,2010-12-31
04057800,-1.8342755289503345,-0.4657666515129997,4017,2000-01-02,2010-12-31
05362000,-1.660013850684022,-0.46592960760975655,4017,2000-01-02,2010-12-31
01542810,-3.463040927199777,-0.4661562508698762,4017,2000-01-02,2010-12-31
03161000,-1.258568224862278,-0.4702234383675348,4017,2000-01-02,2010-12-31
04015330,-1.8422679237916104,-0.471320078796706,4017,2000-01-02,2010-12-31
01440400,-3.577973415436504,-0.4714339241333181,4017,2000-01-02,2010-12-31
06746095,-1.7085610332400503,-0.47179017167050774,4017,2000-01-02,2010-12-31
04224775,-3.550483897482448,-0.47797753491563655,4017,2000-01-02,2010-12-31
03463300,-1.213359144669702,-0.4822237873087738,4017,2000-01-02,2010-12-31
02018000,-1.2172367620161881,-0.4841308022383468,4017,2000-01-02,2010-12-31
03479000,-1.2097793207724252,-0.4850794826641267,4017,2000-01-02,2010-12-31
03010655,-3.6851926866014786,-0.490180475685027,4017,2000-01-02,2010-12-31
12095000,-1.1888688975850807,-0.49036397413842137,4017,2000-01-02,2010-12-31
02017500,-1.1938829209107307,-0.4924157969557943,4017,2000-01-02,2010-12-31
03456500,-1.1798018722200028,-0.4951817538085379,4017,2000-01-02,2010-12-31
04057510,-1.4069196691069208,-0.49562629223512755,4017,2000-01-02,2010-12-31
06280300,-3.6189731755849843,-0.49823438605883164,4017,2000-01-02,2010-12-31
04040500,-3.1063745345390767,-0.4985247035364577,4017,2000-01-02,2010-12-31
03026500,-3.803070121732465,-0.5004182044264589,4017,2000-01-02,2010-12-31
03028000,-3.835690870192648,-0.501844270194201,4017,2000-01-02,2010-12-31
03164000,-1.15786794155124,-0.5028883990560975,4017,2000-01-02,2010-12-31
12388400,-3.2014448179496986,-0.5042057589003974,4017,2000-01-02,2010-12-31
04024430,-1.4441286975539933,-0.5072164242823438,4017,2000-01-02,2010-12-31
03011800,-3.894764932556898,-0.5095912303005734,4017,2000-01-02,2010-12-31
01162500,-3.9586439804040587,-0.5098813995090605,4017,2000-01-02,2010-12-31
06037500,-3.449582816196634,-0.5129693463488196,4017,2000-01-02,2010-12-31
02028500,-1.1234441267271684,-0.5146965340357905,4017,2000-01-02,2010-12-31
09492400,-1.109432920067312,-0.5173600520006014,4017,2000-01-02,2010-12-31
01022500,-3.973449077348646,-0.5221703437473475,4017,2000-01-02,2010-12-31
03015500,-4.002844697619594,-0.5264559818064201,4017,2000-01-02,2010-12-31
09066200,-3.537322958709672,-0.5354515099777739,4017,2000-01-02,2010-12-31
01118300,-1.120835735885049,-0.5363137250303112,4017,2000-01-02,2010-12-31
06623800,-2.888186764266352,-0.5366600446741736,4017,2000-01-02,2010-12-31
14362250,-1.0564217082400456,-0.5373677032431528,4017,2000-01-02,2010-12-31
03473000,-1.077358709084125,-0.5397424185265813,4017,2000-01-02,2010-12-31
09404450,-1.0646331305773824,-0.5424050500343394,4017,2000-01-02,2010-12-31
03173000,-1.0637102516607966,-0.5443763384252609,4017,2000-01-02,2010-12-31
02111500,-1.0309598439257313,-0.5484813942138054,4017,2000-01-02,2010-12-31
08271000,-1.1213324173452652,-0.5514144312437199,4017,2000-01-02,2010-12-31
03471500,-1.049781698892859,-0.5522812539336932,4017,2000-01-02,2010-12-31
01664000,-1.0454378311141563,-0.5542922310977301,4017,2000-01-02,2010-12-31
12040500,-1.0029854918091803,-0.5543371035318767,4017,2000-01-02,2010-12-31
01666500,-1.040522038331336,-0.556899203596551,4017,2000-01-02,2010-12-31
12041200,-4.613926427791534,-0.5576163855171206,4017,2000-01-02,2010-12-31
01667500,-1.0343252152565432,-0.5594271193120297,4017,2000-01-02,2010-12-31
09312600,-1.0936760946016895,-0.5674161766033754,4017,2000-01-02,2010-12-31
02140991,-0.9952001937267339,-0.5679542873478509,4017,2000-01-02,2010-12-31
09378630,-1.0006677396858383,-0.5732919903253937,4017,2000-01-02,2010-12-31
02056900,-0.9886542225579891,-0.5736349440545654,4017,2000-01-02,2010-12-31
08377900,-1.0201652378416783,-0.5756825945653707,4017,2000-01-02,2010-12-31
11383500,-0.9743228225649812,-0.5776049743723173,4017,2000-01-02,2010-12-31
03488000,-0.997788072897209,-0.5810167889433,4017,2000-01-02,2010-12-31
03504000,-0.9745953357332033,-0.5858981725303312,4017,2000-01-02,2010-12-31
02111180,-0.962973798514291,-0.5902449030197612,4017,2000-01-02,2010-12-31
07083000,-4.258788494278958,-0.5938172336418723,4017,2000-01-02,2010-12-31
11473900,-0.9570977264120093,-0.5939503931969226,4017,2000-01-02,2010-12-31
03439000,-0.9476269237988841,-0.5999424157673563,4017,2000-01-02,2010-12-31
14308990,-0.9344009041648609,-0.6021631431180547,4017,2000-01-02,2010-12-31
02112120,-0.9456078667322241,-0.6034891026462486,4017,2000-01-02,2010-12-31
09378170,-0.9499929371726272,-0.6058126046673453,4017,2000-01-02,2010-12-31
09066000,-4.238702622156909,-0.6083042594560573,4017,2000-01-02,2010-12-31
08267500,-1.00291018655916,-0.6108659439567268,4017,2000-01-02,2010-12-31
02069700,-0.9347627791820263,-0.6152932128201212,4017,2000-01-02,2010-12-31
08378500,-0.9740553037644435,-0.621341084885924,4017,2000-01-02,2010-12-31
02137727,-0.920037485951773,-0.6233835335586275,4017,2000-01-02,2010-12-31
11381500,-0.9128301943034112,-0.626661963130893,4017,2000-01-02,2010-12-31
14020000,-0.9374584850991241,-0.6270971373191365,4017,2000-01-02,2010-12-31
01411300,-0.9142638611375697,-0.6290823360948956,4017,2000-01-02,2010-12-31
02070000,-0.9175014380044908,-0.6293716966700165,4017,2000-01-02,2010-12-31
01195100,-0.9395943986017314,-0.6322768536360963,4017,2000-01-02,2010-12-31
14309500,-0.9019208525604143,-0.633497131343506,4017,2000-01-02,2010-12-31
12035000,-0.885967293506263,-0.6364084167648787,4017,2000-01-02,2010-12-31
09066300,-4.275125575461056,-0.6370965164318219,4017,2000-01-02,2010-12-31
07362587,-0.892869242732899,-0.6374881381169839,4017,2000-01-02,2010-12-31
02112360,-0.9071325100865155,-0.6381682772684543,4017,2000-01-02,2010-12-31
06614800,-0.9999994216174719,-0.6393953274455582,4017,2000-01-02,2010-12-31
02149000,-0.9002032144410301,-0.641679967285957,4017,2000-01-02,2010-12-31
01658500,-0.9083852716456526,-0.6442445378259893,4017,2000-01-02,2010-12-31
10172800,-0.9489422038592241,-0.64659187791639,4017,2000-01-02,2010-12-31
07359610,-0.8811970603481436,-0.64944812072557,4017,2000-01-02,2010-12-31
07340300,-0.8818112752285621,-0.6495090185801693,4017,2000-01-02,2010-12-31
09065500,-4.5007296071551535,-0.6529152329753332,4017,2000-01-02,2010-12-31
02143000,-0.889641046287422,-0.6538766166763215,4017,2000-01-02,2010-12-31
03500240,-0.8886820154294268,-0.6548986248542157,4017,2000-01-02,2010-12-31
07263295,-0.8789655614782927,-0.6554340716689695,4017,2000-01-02,2010-12-31
07335700,-0.8776447206835936,-0.6568329040273522,4017,2000-01-02,2010-12-31
12025700,-0.8776437404615232,-0.6574059592075123,4017,2000-01-02,2010-12-31
08269000,-0.9300069834986844,-0.658097021971193,4017,2000-01-02,2010-12-31
02038850,-0.8888371958096251,-0.66090010989839,4017,2000-01-02,2010-12-31
14303200,-0.8719166072993239,-0.6613958383148357,4017,2000-01-02,2010-12-31
02143040,-0.881916027966545,-0.6634954182805641,4017,2000-01-02,2010-12-31
07208500,-0.891789370767275,-0.668381317362766,4017,2000-01-02,2010-12-31
07014500,-0.8795859234380599,-0.6692759064029781,4017,2000-01-02,2010-12-31
03213700,-0.8868721640671586,-0.671390874176055,4017,2000-01-02,2010-12-31
07056000,-0.8749439781203396,-0.6731227986660178,4017,2000-01-02,2010-12-31
07060710,-0.8729742354441918,-0.6736280554175382,4017,2000-01-02,2010-12-31
03159540,-0.8827862670898972,-0.6736406531826513,4017,2000-01-02,2010-12-31
06191500,-4.77837554442225,-0.6739009840460566,4017,2000-01-02,2010-12-31
12020000,-0.860456517739449,-0.6786737960210556,4017,2000-01-02,2010-12-31
10242000,-0.8771937132177587,-0.6792146003388166,4017,2000-01-02,2010-12-31
06224000,-0.8406569569389286,-0.681480925324299,4017,2000-01-02,2010-12-31
10205030,-0.914913452993732,-0.6820007491818918,4017,2000-01-02,2010-12-31
02152100,-0.8652339545675685,-0.6865408378631681,4017,2000-01-02,2010-12-31
14301000,-0.855176545717524,-0.6870546937330324,4017,2000-01-02,2010-12-31
01632900,-0.8729534838442374,-0.6876715592612586,4017,2000-01-02,2010-12-31
03237280,-0.8756246371294996,-0.6878761352195131,4017,2000-01-02,2010-12-31
12043000,-0.8563151476715603,-0.6882291183953819,4017,2000-01-02,2010-12-31
11532500,-0.8599591515529701,-0.6890263064283235,4017,2000-01-02,2010-12-31
06043500,-4.418651208653871,-0.689656749295888,4017,2000-01-02,2010-12-31
02178400,-0.8636245618389227,-0.6920793654656456,4017,2000-01-02,2010-12-31
11478500,-0.8588385800357698,-0.6934729945372298,4017,2000-01-02,2010-12-31
03500000,-0.861566866742671,-0.6957845529351123,4017,2000-01-02,2010-12-31
02118500,-0.8602502467363649,-0.696572017919753,4017,2000-01-02,2010-12-31
06431500,-0.8575377429314412,-0.6982253394242439,4017,2000-01-02,2010-12-31
03165000,-0.8593975371973659,-0.698964851129251,4017,2000-01-02,2010-12-31
02096846,-0.8580576277017107,-0.6993499613557661,4017,2000-01-02,2010-12-31
03170000,-0.8574512229921039,-0.70173921508184,4017,2000-01-02,2010-12-31
01491000,-0.8553677130535653,-0.7018227178328658,4017,2000-01-02,2010-12-31
02055100,-0.8595252554198389,-0.702547429827381,4017,2000-01-02,2010-12-31
01644000,-0.8585517476676456,-0.7043859551836515,4017,2000-01-02,2010-12-31
06921070,-0.8521446289087193,-0.704433161395579,4017,2000-01-02,2010-12-31
12025000,-0.8491561018914793,-0.704773525877336,4017,2000-01-02,2010-12-31
03384450,-0.8588948630458804,-0.7061901166003233,4017,2000-01-02,2010-12-31
06918460,-0.8515717261863074,-0.7064686160168714,4017,2000-01-02,2010-12-31
14306340,-0.850496569988304,-0.707270235422834,4017,2000-01-02,2010-12-31
01638480,-0.8573442801489479,-0.7076210102162257,4017,2000-01-02,2010-12-31
02059500,-0.8564706695384305,-0.7077301150289619,4017,2000-01-02,2010-12-31
06934000,-0.8513354204230785,-0.7082016818022498,4017,2000-01-02,2010-12-31
12013500,-0.8476581770742284,-0.708536207405059,4017,2000-01-02,2010-12-31
12374250,-5.050812926418014,-0.7085950361668756,4017,2000-01-02,2010-12-31
10263500,-0.8486368974900231,-0.7107897970459374,4017,2000-01-02,2010-12-31
02064000,-0.853391576873737,-0.7115267511984606,4017,2000-01-02,2010-12-31
02074500,-0.852459858201922,-0.7127448869355815,4017,2000-01-02,2010-12-31
07067000,-0.8579492660664239,-0.7129413641314319,4017,2000-01-02,2010-12-31
02065500,-0.8526650512706468,-0.7137345837033464,4017,2000-01-02,2010-12-31
03300400,-0.8500452379119237,-0.7139177712988194,4017,2000-01-02,2010-12-31
07066000,-0.8574790739549616,-0.7141742348746776,4017,2000-01-02,2010-12-31
14139800,-5.778402369999974,-0.7150186414107582,4017,2000-01-02,2010-12-31
07195800,-0.8491099873941306,-0.7159026188884825,4017,2000-01-02,2010-12-31
13083000,-0.8739318288798492,-0.7166297683429919,4017,2000-01-02,2010-12-31
07071500,-0.853688166702613,-0.7182947940314124,4017,2000-01-02,2010-12-31
12010000,-0.8455301608167534,-0.7192631973247914,4017,2000-01-02,2010-12-31
02177000,-0.8506511727156774,-0.7202454202646915,4017,2000-01-02,2010-12-31
07197000,-0.8478580424273667,-0.7203387851593726,4017,2000-01-02,2010-12-31
07196900,-0.8480430052609813,-0.7207049871244426,4017,2000-01-02,2010-12-31
07068000,-0.8546078169745568,-0.7208262929814446,4017,2000-01-02,2010-12-31
14400000,-0.8470211184284406,-0.7237519477451946,4017,2000-01-02,2010-12-31
06921200,-0.8454118704641984,-0.7237886505410132,4017,2000-01-02,2010-12-31
10258000,-0.8446507747469907,-0.725375129664152,4017,2000-01-02,2010-12-31
03285000,-0.8454591170359929,-0.725850677754359,4017,2000-01-02,2010-12-31
10259000,-0.844725433239963,-0.726134815052037,4017,2000-01-02,2010-12-31
02077200,-0.8483858663659973,-0.7264002972196089,4017,2000-01-02,2010-12-31
01485500,-0.8490547387731759,-0.7274367278175835,4017,2000-01-02,2010-12-31
06221400,-0.8047511161592571,-0.7281409939281096,4017,2000-01-02,2010-12-31
02082950,-0.8465747448087764,-0.7283987192151373,4017,2000-01-02,2010-12-31
07261000,-0.8471104386359407,-0.7284245654767743,4017,2000-01-02,2010-12-31
06919500,-0.8461416301966711,-0.7286153184976347,4017,2000-01-02,2010-12-31
12073500,-0.8443991957881742,-0.7286944518955678,4017,2000-01-02,2010-12-31
01030500,-5.46875492957197,-0.7289444777828529,4017,2000-01-02,2010-12-31
03574500,-0.845194629632841,-0.7289850205456949,4017,2000-01-02,2010-12-31
09497980,-0.8467179741396811,-0.7290969846029776,4017,2000-01-02,2010-12-31
01583500,-0.8483242016130763,-0.7301717720350582,4017,2000-01-02,2010-12-31
06917000,-0.8459675500146591,-0.7305161656673078,4017,2000-01-02,2010-12-31
11451100,-0.8449951472108004,-0.7305205859952777,4017,2000-01-02,2010-12-31
07346045,-0.8448647559343916,-0.7305638313723963,4017,2000-01-02,2010-12-31
06289000,-0.8630140441781253,-0.7306076541427653,4017,2000-01-02,2010-12-31
07362100,-0.8446874227612473,-0.7312993636879268,4017,2000-01-02,2010-12-31
14305500,-0.844473321384597,-0.7316112146686344,4017,2000-01-02,2010-12-31
08380500,-0.8552800381240664,-0.7318691909661525,4017,2000-01-02,2010-12-31
02046000,-0.846542455369033,-0.732868761701631,4017,2000-01-02,2010-12-31
01669520,-0.846241760227556,-0.7331898975163909,4017,2000-01-02,2010-12-31
10258500,-0.8441314135982854,-0.733316253359785,4017,2000-01-02,2010-12-31
14325000,-0.8452539998693689,-0.7333571137323107,4017,2000-01-02,2010-12-31
09430600,-0.8489086139607278,-0.7334039601645366,4017,2000-01-02,2010-12-31
03498500,-0.8478266954411631,-0.733674585367595,4017,2000-01-02,2010-12-31
02381600,-0.8447228646568723,-0.7337268745832692,4017,2000-01-02,2010-12-31
06408700,-0.8440541778231323,-0.7339271564797127,4017,2000-01-02,2010-12-31
07184000,-0.8452111595338745,-0.7343853024276512,4017,2000-01-02,2010-12-31
09497800,-0.8458498273142994,-0.7344168454390776,4017,2000-01-02,2010-12-31
01580000,-0.8474898765116656,-0.7349017468475851,4017,2000-01-02,2010-12-31
01669000,-0.8460066347555739,-0.7353473055975404,4017,2000-01-02,2010-12-31
02081500,-0.8459729935444056,-0.7353759014219801,4017,2000-01-02,2010-12-31
02216180,-0.8440858966794504,-0.7362074047109555,4017,2000-01-02,2010-12-31
02198100,-0.8441099540349466,-0.736745394881559,4017,2000-01-02,2010-12-31
01484100,-0.8448154168426254,-0.7368686839000524,4017,2000-01-02,2010-12-31
05514500,-0.8441284602888868,-0.7372800235052202,4017,2000-01-02,2010-12-31
10259200,-0.8441223395775135,-0.7372923967543774,4017,2000-01-02,2010-12-31
02349900,-0.8441213189464662,-0.7374446015193881,4017,2000-01-02,2010-12-31
08189500,-0.8441279378548723,-0.7375023370326768,4017,2000-01-02,2010-12-31
07375000,-0.8441288437687571,-0.7375473572354987,4017,2000-01-02,2010-12-31
07376000,-0.8441301277755631,-0.7375761357729533,4017,2000-01-02,2010-12-31
11481200,-0.8441219356009404,-0.7376920123114441,4017,2000-01-02,2010-12-31
02469800,-0.8441301368064087,-0.7377769467023263,4017,2000-01-02,2010-12-31
07295000,-0.8441302529854455,-0.7381522695724914,4017,2000-01-02,2010-12-31
08164000,-0.8441299960037223,-0.7381559983895403,4017,2000-01-02,2010-12-31
08070200,-0.8441300409406358,-0.738204761971083,4017,2000-01-02,2010-12-31
02481510,-0.8441300934021057,-0.7382067865787634,4017,2000-01-02,2010-12-31
03366500,-0.8446390205321388,-0.73829692710135,4017,2000-01-02,2010-12-31
02231342,-0.8441302982287266,-0.7383066664543001,4017,2000-01-02,2010-12-31
02298123,-0.8441302982295675,-0.7383066665207765,4017,2000-01-02,2010-12-31
08070000,-0.8441263030868602,-0.7383541546987475,4017,2000-01-02,2010-12-31
08066200,-0.8441300365826909,-0.7384354136852096,4017,2000-01-02,2010-12-31
02481000,-0.8441301000253485,-0.7384749570406908,4017,2000-01-02,2010-12-31
09512280,-0.8441291797197812,-0.738484057402581,4017,2000-01-02,2010-12-31
02324400,-0.8441302982301655,-0.7385751806956815,4017,2000-01-02,2010-12-31
11151300,-0.8441302841141762,-0.7386102217942208,4017,2000-01-02,2010-12-31
02314500,-0.8441302968536719,-0.7386362238592126,4017,2000-01-02,2010-12-31
02315500,-0.8441302981978618,-0.7386363268248939,4017,2000-01-02,2010-12-31
11224500,-0.8441302979824887,-0.7386794176331293,4017,2000-01-02,2010-12-31
11274630,-0.8441302978689145,-0.7387980939339955,4017,2000-01-02,2010-12-31
11299600,-0.8441302980413841,-0.7387981115957625,4017,2000-01-02,2010-12-31
11274500,-0.8441302981872345,-0.7387981265314745,4017,2000-01-02,2010-12-31
08194200,-0.8441299838727265,-0.7388483316820165,4017,2000-01-02,2010-12-31
09513780,-0.8441296744036686,-0.7388848647255712,4017,2000-01-02,2010-12-31
02472000,-0.8441141312149059,-0.7389119507644484,4017,2000-01-02,2010-12-31
02245500,-0.8441302982301573,-0.7389776205201903,4017,2000-01-02,2010-12-31
02202600,-0.8440560467661922,-0.7390040224982419,4017,2000-01-02,2010-12-31
08050800,-0.8441220286549924,-0.7390456046752181,4017,2000-01-02,2010-12-31
08013000,-0.8441294255261516,-0.7390670748446375,4017,2000-01-02,2010-12-31
09505800,-0.8473747133833947,-0.7392888494504439,4017,2000-01-02,2010-12-31
08196000,-0.8440752336293809,-0.7393901000549346,4017,2000-01-02,2010-12-31
08176900,-0.8441302720897388,-0.7395163822900239,4017,2000-01-02,2010-12-31
08164600,-0.8441302484945392,-0.7396085078750689,4017,2000-01-02,2010-12-31
02215100,-0.8441131134570901,-0.739725918940227,4017,2000-01-02,2010-12-31
08200000,-0.844076372023022,-0.7397544891441901,4017,2000-01-02,2010-12-31
07292500,-0.8441302705496996,-0.7397940180969604,4017,2000-01-02,2010-12-31
11253310,-0.8441302982090113,-0.7398093018944276,4017,2000-01-02,2010-12-31
11176400,-0.8441302845390242,-0.7398223731492688,4017,2000-01-02,2010-12-31
02479300,-0.8441301036024835,-0.7399361391724129,4017,2000-01-02,2010-12-31
08198500,-0.8440751977743288,-0.7399828142732872,4017,2000-01-02,2010-12-31
08202700,-0.8440774472479691,-0.740010172685567,4017,2000-01-02,2010-12-31
08164300,-0.8441166853446631,-0.7400420258941809,4017,2000-01-02,2010-12-31
03291780,-0.8446089118328748,-0.7400677807915983,4017,2000-01-02,2010-12-31
02369800,-0.8441302980970227,-0.7400951533713831,4017,2000-01-02,2010-12-31
02465493,-0.8441162586624833,-0.7401303136584525,4017,2000-01-02,2010-12-31
07291000,-0.8441298205744612,-0.7401537464174501,4017,2000-01-02,2010-12-31
08029500,-0.8441302056298798,-0.740200121206714,4017,2000-01-02,2010-12-31
02361000,-0.8441291464143279,-0.7402236310076558,4017,2000-01-02,2010-12-31
09484600,-0.8441213525181821,-0.7402691415750449,4017,2000-01-02,2010-12-31
02479560,-0.8441298946853888,-0.7402918980399649,4017,2000-01-02,2010-12-31
02479155,-0.8441302833290854,-0.7403005584497497,4017,2000-01-02,2010-12-31
07148400,-0.8443144485776504,-0.7403685717294279,4017,2000-01-02,2010-12-31
02350900,-0.844129734644012,-0.7404695798040928,4017,2000-01-02,2010-12-31
11098000,-0.8441302895933724,-0.7405639078149162,4017,2000-01-02,2010-12-31
08066300,-0.8441302785050355,-0.7406217559467247,4017,2000-01-02,2010-12-31
08014500,-0.8441302791295888,-0.7406731887380247,4017,2000-01-02,2010-12-31
08324000,-0.8501701083590194,-0.7409047321169329,4017,2000-01-02,2010-12-31
08190000,-0.8440585046742839,-0.7409358861815081,4017,2000-01-02,2010-12-31
08190500,-0.8440603071190929,-0.7410689329078726,4017,2000-01-02,2010-12-31
07301410,-0.8443938743341928,-0.741084612591205,4017,2000-01-02,2010-12-31
02372250,-0.844129073497893,-0.7411619111983838,4017,2000-01-02,2010-12-31
10249300,-0.8561415286007816,-0.7411880285496806,4017,2000-01-02,2010-12-31
02128000,-0.8446457256309645,-0.7412713891083687,4017,2000-01-02,2010-12-31
08195000,-0.8440588835772913,-0.7413007696571314,4017,2000-01-02,2010-12-31
02374500,-0.844130114496612,-0.741451047448205,4017,2000-01-02,2010-12-31
01187300,-5.790003121531214,-0.7414667948571656,4017,2000-01-02,2010-12-31
07315200,-0.844004586292838,-0.7414695716747135,4017,2000-01-02,2010-12-31
11124500,-0.8441302937756296,-0.7414758446706022,4017,2000-01-02,2010-12-31
09505350,-0.8463031709074467,-0.7415012992736745,4017,2000-01-02,2010-12-31
07149000,-0.8441716858424491,-0.7415258065127794,4017,2000-01-02,2010-12-31
02472500,-0.8441300014555317,-0.7415526813939906,4017,2000-01-02,2010-12-31
08178880,-0.8440620034610151,-0.7416356807844249,4017,2000-01-02,2010-12-31
09510200,-0.8441288275054222,-0.7416696934181803,4017,2000-01-02,2010-12-31
02092500,-0.843992246231519,-0.7417952533447707,4017,2000-01-02,2010-12-31
06906800,-0.843752115661089,-0.7419317741412417,4017,2000-01-02,2010-12-31
08171300,-0.8440560172151965,-0.7419477778992609,4017,2000-01-02,2010-12-31
